Datetime;Energy;Month;Day;Hour
2022-04-05;1,089;4;5;15
2022-04-05;1,354;4;5;16
2022-04-05;1,145;4;5;17
2022-04-05;2,054;4;5;18
2022-04-05;1,284;4;5;19
2022-04-05;0,946;4;5;20
2022-04-05;2,464;4;5;21
2022-04-05;2,526;4;5;22
2022-04-05;1,891;4;5;23
2022-04-05;1,511;4;5;24
2022-04-06;0,475;4;6;1
2022-04-06;0,75;4;6;2
2022-04-06;0,491;4;6;3
2022-04-06;0,43;4;6;4
2022-04-06;0,512;4;6;5
2022-04-06;0,656;4;6;6
2022-04-06;0,523;4;6;7
2022-04-06;0,412;4;6;8
2022-04-06;1,056;4;6;9
2022-04-06;2,681;4;6;10
2022-04-06;2,115;4;6;11
2022-04-06;1,583;4;6;12
2022-04-06;1,166;4;6;13
2022-04-06;1,488;4;6;14
2022-04-06;1,304;4;6;15
2022-04-06;1,949;4;6;16
2022-04-06;1,128;4;6;17
2022-04-06;0,98;4;6;18
2022-04-06;1,198;4;6;19
2022-04-06;0,902;4;6;20
2022-04-06;1,398;4;6;21
2022-04-06;2,35;4;6;22
2022-04-06;2,283;4;6;23
2022-04-06;1,708;4;6;24
2022-04-07;1,651;4;7;1
2022-04-07;1,373;4;7;2
2022-04-07;0,92;4;7;3
2022-04-07;1,068;4;7;4
2022-04-07;0,743;4;7;5
2022-04-07;1,274;4;7;6
2022-04-07;0,767;4;7;7
2022-04-07;0,957;4;7;8
2022-04-07;1,379;4;7;9
2022-04-07;2,193;4;7;10
2022-04-07;1,558;4;7;11
2022-04-07;1,771;4;7;12
2022-04-07;1,787;4;7;13
2022-04-07;1,312;4;7;14
2022-04-07;0,56;4;7;15
2022-04-07;0,753;4;7;16
2022-04-07;0,629;4;7;17
2022-04-07;0,599;4;7;18
2022-04-07;0,718;4;7;19
2022-04-07;0,559;4;7;20
2022-04-07;0,644;4;7;21
2022-04-07;1,45;4;7;22
2022-04-07;1,557;4;7;23
2022-04-07;1,014;4;7;24
2022-04-08;1,097;4;8;1
2022-04-08;0,615;4;8;2
2022-04-08;0,473;4;8;3
2022-04-08;0,513;4;8;4
2022-04-08;0,493;4;8;5
2022-04-08;0,541;4;8;6
2022-04-08;0,592;4;8;7
2022-04-08;0,44;4;8;8
2022-04-08;0,749;4;8;9
2022-04-08;0,69;4;8;10
2022-04-08;0,94;4;8;11
2022-04-08;0,666;4;8;12
2022-04-08;0,806;4;8;13
2022-04-08;1,333;4;8;14
2022-04-08;1,635;4;8;15
2022-04-08;1,454;4;8;16
2022-04-08;1,73;4;8;17
2022-04-08;1,006;4;8;18
2022-04-08;1,403;4;8;19
2022-04-08;1,084;4;8;20
2022-04-08;1,133;4;8;21
2022-04-08;1,267;4;8;22
2022-04-08;1,515;4;8;23
2022-04-08;1,148;4;8;24
2022-04-09;1,177;4;9;1
2022-04-09;0,911;4;9;2
2022-04-09;0,503;4;9;3
2022-04-09;0,725;4;9;4
2022-04-09;0,598;4;9;5
2022-04-09;0,499;4;9;6
2022-04-09;0,548;4;9;7
2022-04-09;0,583;4;9;8
2022-04-09;0,695;4;9;9
2022-04-09;0,792;4;9;10
2022-04-09;0,643;4;9;11
2022-04-09;1,067;4;9;12
2022-04-09;1,713;4;9;13
2022-04-09;1,799;4;9;14
2022-04-09;1,425;4;9;15
2022-04-09;1,487;4;9;16
2022-04-09;0,911;4;9;17
2022-04-09;0,817;4;9;18
2022-04-09;0,943;4;9;19
2022-04-09;0,817;4;9;20
2022-04-09;1,223;4;9;21
2022-04-09;0,782;4;9;22
2022-04-09;1,0;4;9;23
2022-04-09;0,823;4;9;24
2022-04-10;0,485;4;10;1
2022-04-10;0,613;4;10;2
2022-04-10;0,556;4;10;3
2022-04-10;0,435;4;10;4
2022-04-10;0,506;4;10;5
2022-04-10;0,638;4;10;6
2022-04-10;0,513;4;10;7
2022-04-10;0,508;4;10;8
2022-04-10;0,46;4;10;9
2022-04-10;1,318;4;10;10
2022-04-10;1,554;4;10;11
2022-04-10;2,106;4;10;12
2022-04-10;1,552;4;10;13
2022-04-10;1,395;4;10;14
2022-04-10;1,033;4;10;15
2022-04-10;1,53;4;10;16
2022-04-10;1,596;4;10;17
2022-04-10;1,361;4;10;18
2022-04-10;0,923;4;10;19
2022-04-10;0,699;4;10;20
2022-04-10;0,876;4;10;21
2022-04-10;0,818;4;10;22
2022-04-10;0,865;4;10;23
2022-04-10;0,662;4;10;24
2022-04-11;0,93;4;11;1
2022-04-11;0,435;4;11;2
2022-04-11;0,454;4;11;3
2022-04-11;0,781;4;11;4
2022-04-11;0,492;4;11;5
2022-04-11;0,398;4;11;6
2022-04-11;0,519;4;11;7
2022-04-11;0,573;4;11;8
2022-04-11;1,083;4;11;9
2022-04-11;0,696;4;11;10
2022-04-11;0,712;4;11;11
2022-04-11;0,825;4;11;12
2022-04-11;0,552;4;11;13
2022-04-11;1,375;4;11;14
2022-04-11;1,468;4;11;15
2022-04-11;1,284;4;11;16
2022-04-11;0,485;4;11;17
2022-04-11;0,865;4;11;18
2022-04-11;0,792;4;11;19
2022-04-11;0,678;4;11;20
2022-04-11;0,771;4;11;21
2022-04-11;1,033;4;11;22
2022-04-11;1,216;4;11;23
2022-04-11;0,757;4;11;24
2022-04-12;2,007;4;12;1
2022-04-12;0,754;4;12;2
2022-04-12;0,579;4;12;3
2022-04-12;0,422;4;12;4
2022-04-12;0,532;4;12;5
2022-04-12;0,639;4;12;6
2022-04-12;0,541;4;12;7
2022-04-12;0,491;4;12;8
2022-04-12;0,663;4;12;9
2022-04-12;0,965;4;12;10
2022-04-12;0,75;4;12;11
2022-04-12;0,832;4;12;12
2022-04-12;2,09;4;12;13
2022-04-12;2,464;4;12;14
2022-04-12;1,524;4;12;15
2022-04-12;1,349;4;12;16
2022-04-12;0,617;4;12;17
2022-04-12;0,806;4;12;18
2022-04-12;0,535;4;12;19
2022-04-12;0,422;4;12;20
2022-04-12;0,689;4;12;21
2022-04-12;1,442;4;12;22
2022-04-12;0,993;4;12;23
2022-04-12;1,22;4;12;24
2022-04-13;0,8;4;13;1
2022-04-13;0,589;4;13;2
2022-04-13;0,489;4;13;3
2022-04-13;0,498;4;13;4
2022-04-13;0,668;4;13;5
2022-04-13;0,521;4;13;6
2022-04-13;0,459;4;13;7
2022-04-13;0,45;4;13;8
2022-04-13;0,957;4;13;9
2022-04-13;1,181;4;13;10
2022-04-13;0,629;4;13;11
2022-04-13;0,946;4;13;12
2022-04-13;1,164;4;13;13
2022-04-13;1,004;4;13;14
2022-04-13;1,393;4;13;15
2022-04-13;1,994;4;13;16
2022-04-13;0,805;4;13;17
2022-04-13;1,039;4;13;18
2022-04-13;1,93;4;13;19
2022-04-13;0,899;4;13;20
2022-04-13;1,037;4;13;21
2022-04-13;0,981;4;13;22
2022-04-13;0,711;4;13;23
2022-04-13;0,783;4;13;24
2022-04-14;0,795;4;14;1
2022-04-14;0,676;4;14;2
2022-04-14;0,463;4;14;3
2022-04-14;0,531;4;14;4
2022-04-14;0,524;4;14;5
2022-04-14;0,503;4;14;6
2022-04-14;0,639;4;14;7
2022-04-14;0,508;4;14;8
2022-04-14;0,483;4;14;9
2022-04-14;0,612;4;14;10
2022-04-14;1,095;4;14;11
2022-04-14;1,806;4;14;12
2022-04-14;0,812;4;14;13
2022-04-14;0,967;4;14;14
2022-04-14;1,376;4;14;15
2022-04-14;1,039;4;14;16
2022-04-14;0,865;4;14;17
2022-04-14;1,86;4;14;18
2022-04-14;0,937;4;14;19
2022-04-14;0,685;4;14;20
2022-04-14;0,587;4;14;21
2022-04-14;0,887;4;14;22
2022-04-14;0,52;4;14;23
2022-04-14;0,738;4;14;24
2022-04-15;0,667;4;15;1
2022-04-15;0,583;4;15;2
2022-04-15;0,592;4;15;3
2022-04-15;0,576;4;15;4
2022-04-15;0,548;4;15;5
2022-04-15;0,455;4;15;6
2022-04-15;0,506;4;15;7
2022-04-15;0,586;4;15;8
2022-04-15;0,762;4;15;9
2022-04-15;0,672;4;15;10
2022-04-15;0,984;4;15;11
2022-04-15;1,483;4;15;12
2022-04-15;0,485;4;15;13
2022-04-15;1,345;4;15;14
2022-04-15;1,17;4;15;15
2022-04-15;0,806;4;15;16
2022-04-15;0,568;4;15;17
2022-04-15;0,707;4;15;18
2022-04-15;0,514;4;15;19
2022-04-15;0,528;4;15;20
2022-04-15;0,509;4;15;21
2022-04-15;0,884;4;15;22
2022-04-15;0,952;4;15;23
2022-04-15;0,849;4;15;24
2022-04-16;0,773;4;16;1
2022-04-16;0,553;4;16;2
2022-04-16;0,522;4;16;3
2022-04-16;0,614;4;16;4
2022-04-16;0,575;4;16;5
2022-04-16;0,467;4;16;6
2022-04-16;0,471;4;16;7
2022-04-16;0,578;4;16;8
2022-04-16;0,603;4;16;9
2022-04-16;0,566;4;16;10
2022-04-16;0,662;4;16;11
2022-04-16;0,749;4;16;12
2022-04-16;0,515;4;16;13
2022-04-16;0,758;4;16;14
2022-04-16;1,167;4;16;15
2022-04-16;1,12;4;16;16
2022-04-16;0,527;4;16;17
2022-04-16;0,839;4;16;18
2022-04-16;0,677;4;16;19
2022-04-16;0,763;4;16;20
2022-04-16;0,907;4;16;21
2022-04-16;1,203;4;16;22
2022-04-16;0,956;4;16;23
2022-04-16;0,732;4;16;24
2022-04-17;0,422;4;17;1
2022-04-17;1,686;4;17;2
2022-04-17;0,901;4;17;3
2022-04-17;0,544;4;17;4
2022-04-17;0,555;4;17;5
2022-04-17;0,552;4;17;6
2022-04-17;0,524;4;17;7
2022-04-17;0,46;4;17;8
2022-04-17;0,526;4;17;9
2022-04-17;0,891;4;17;10
2022-04-17;0,464;4;17;11
2022-04-17;0,936;4;17;12
2022-04-17;0,869;4;17;13
2022-04-17;0,706;4;17;14
2022-04-17;1,682;4;17;15
2022-04-17;1,449;4;17;16
2022-04-17;1,035;4;17;17
2022-04-17;0,707;4;17;18
2022-04-17;1,507;4;17;19
2022-04-17;0,863;4;17;20
2022-04-17;0,676;4;17;21
2022-04-17;0,491;4;17;22
2022-04-17;0,715;4;17;23
2022-04-17;0,808;4;17;24
2022-04-18;0,56;4;18;1
2022-04-18;0,557;4;18;2
2022-04-18;0,709;4;18;3
2022-04-18;0,524;4;18;4
2022-04-18;0,505;4;18;5
2022-04-18;0,479;4;18;6
2022-04-18;0,496;4;18;7
2022-04-18;0,536;4;18;8
2022-04-18;0,763;4;18;9
2022-04-18;0,535;4;18;10
2022-04-18;1,667;4;18;11
2022-04-18;1,922;4;18;12
2022-04-18;1,581;4;18;13
2022-04-18;1,269;4;18;14
2022-04-18;0,867;4;18;15
2022-04-18;1,308;4;18;16
2022-04-18;1,053;4;18;17
2022-04-18;0,79;4;18;18
2022-04-18;0,807;4;18;19
2022-04-18;0,589;4;18;20
2022-04-18;0,801;4;18;21
2022-04-18;0,979;4;18;22
2022-04-18;0,941;4;18;23
2022-04-18;0,869;4;18;24
2022-04-19;0,71;4;19;1
2022-04-19;0,624;4;19;2
2022-04-19;0,539;4;19;3
2022-04-19;0,585;4;19;4
2022-04-19;0,556;4;19;5
2022-04-19;0,401;4;19;6
2022-04-19;0,6;4;19;7
2022-04-19;0,588;4;19;8
2022-04-19;0,718;4;19;9
2022-04-19;0,641;4;19;10
2022-04-19;0,481;4;19;11
2022-04-19;0,685;4;19;12
2022-04-19;0,57;4;19;13
2022-04-19;0,76;4;19;14
2022-04-19;1,272;4;19;15
2022-04-19;0,6;4;19;16
2022-04-19;0,774;4;19;17
2022-04-19;0,654;4;19;18
2022-04-19;0,606;4;19;19
2022-04-19;0,64;4;19;20
2022-04-19;0,882;4;19;21
2022-04-19;1,527;4;19;22
2022-04-19;1,32;4;19;23
2022-04-19;0,716;4;19;24
2022-04-20;0,558;4;20;1
2022-04-20;0,686;4;20;2
2022-04-20;0,61;4;20;3
2022-04-20;0,504;4;20;4
2022-04-20;0,394;4;20;5
2022-04-20;0,541;4;20;6
2022-04-20;0,581;4;20;7
2022-04-20;0,498;4;20;8
2022-04-20;0,551;4;20;9
2022-04-20;1,65;4;20;10
2022-04-20;0,979;4;20;11
2022-04-20;0,709;4;20;12
2022-04-20;1,005;4;20;13
2022-04-20;1,548;4;20;14
2022-04-20;1,392;4;20;15
2022-04-20;1,106;4;20;16
2022-04-20;0,665;4;20;17
2022-04-20;0,767;4;20;18
2022-04-20;0,869;4;20;19
2022-04-20;0,673;4;20;20
2022-04-20;0,656;4;20;21
2022-04-20;1,207;4;20;22
2022-04-20;0,782;4;20;23
2022-04-20;0,871;4;20;24
2022-04-21;0,927;4;21;1
2022-04-21;0,503;4;21;2
2022-04-21;0,606;4;21;3
2022-04-21;0,665;4;21;4
2022-04-21;0,51;4;21;5
2022-04-21;0,59;4;21;6
2022-04-21;0,485;4;21;7
2022-04-21;0,649;4;21;8
2022-04-21;1,591;4;21;9
2022-04-21;0,971;4;21;10
2022-04-21;0,632;4;21;11
2022-04-21;0,73;4;21;12
2022-04-21;0,591;4;21;13
2022-04-21;0,801;4;21;14
2022-04-21;0,65;4;21;15
2022-04-21;1,31;4;21;16
2022-04-21;1,031;4;21;17
2022-04-21;0,605;4;21;18
2022-04-21;0,844;4;21;19
2022-04-21;0,486;4;21;20
2022-04-21;1,022;4;21;21
2022-04-21;1,181;4;21;22
2022-04-21;0,513;4;21;23
2022-04-21;0,753;4;21;24
2022-04-22;0,87;4;22;1
2022-04-22;0,705;4;22;2
2022-04-22;0,464;4;22;3
2022-04-22;0,501;4;22;4
2022-04-22;0,664;4;22;5
2022-04-22;0,653;4;22;6
2022-04-22;0,421;4;22;7
2022-04-22;0,548;4;22;8
2022-04-22;0,886;4;22;9
2022-04-22;0,763;4;22;10
2022-04-22;1,228;4;22;11
2022-04-22;1,413;4;22;12
2022-04-22;2,57;4;22;13
2022-04-22;3,631;4;22;14
2022-04-22;2,465;4;22;15
2022-04-22;3,508;4;22;16
2022-04-22;1,447;4;22;17
2022-04-22;1,51;4;22;18
2022-04-22;1,586;4;22;19
2022-04-22;2,526;4;22;20
2022-04-22;2,626;4;22;21
2022-04-22;2,304;4;22;22
2022-04-22;1,407;4;22;23
2022-04-22;1,522;4;22;24
2022-04-23;2,339;4;23;1
2022-04-23;2,578;4;23;2
2022-04-23;0,8;4;23;3
2022-04-23;1,015;4;23;4
2022-04-23;0,52;4;23;5
2022-04-23;0,46;4;23;6
2022-04-23;0,955;4;23;7
2022-04-23;0,505;4;23;8
2022-04-23;0,835;4;23;9
2022-04-23;2,201;4;23;10
2022-04-23;1,856;4;23;11
2022-04-23;1,035;4;23;12
2022-04-23;0,555;4;23;13
2022-04-23;0,678;4;23;14
2022-04-23;1,19;4;23;15
2022-04-23;0,612;4;23;16
2022-04-23;0,701;4;23;17
2022-04-23;0,457;4;23;18
2022-04-23;0,624;4;23;19
2022-04-23;1,59;4;23;20
2022-04-23;0,74;4;23;21
2022-04-23;0,713;4;23;22
2022-04-23;0,838;4;23;23
2022-04-23;0,808;4;23;24
2022-04-24;1,484;4;24;1
2022-04-24;0,783;4;24;2
2022-04-24;0,58;4;24;3
2022-04-24;0,501;4;24;4
2022-04-24;0,433;4;24;5
2022-04-24;0,526;4;24;6
2022-04-24;1,297;4;24;7
2022-04-24;0,466;4;24;8
2022-04-24;0,407;4;24;9
2022-04-24;1,478;4;24;10
2022-04-24;0,849;4;24;11
2022-04-24;1,199;4;24;12
2022-04-24;1,4;4;24;13
2022-04-24;1,514;4;24;14
2022-04-24;1,675;4;24;15
2022-04-24;0,533;4;24;16
2022-04-24;1,1;4;24;17
2022-04-24;0,622;4;24;18
2022-04-24;0,433;4;24;19
2022-04-24;1,283;4;24;20
2022-04-24;0,664;4;24;21
2022-04-24;1,373;4;24;22
2022-04-24;1,245;4;24;23
2022-04-24;0,484;4;24;24
2022-04-25;1,086;4;25;1
2022-04-25;0,517;4;25;2
2022-04-25;0,539;4;25;3
2022-04-25;1,001;4;25;4
2022-04-25;0,42;4;25;5
2022-04-25;0,421;4;25;6
2022-04-25;0,478;4;25;7
2022-04-25;1,086;4;25;8
2022-04-25;0,638;4;25;9
2022-04-25;0,489;4;25;10
2022-04-25;2,511;4;25;11
2022-04-25;0,513;4;25;12
2022-04-25;1,121;4;25;13
2022-04-25;0,549;4;25;14
2022-04-25;0,715;4;25;15
2022-04-25;1,245;4;25;16
2022-04-25;0,49;4;25;17
2022-04-25;1,187;4;25;18
2022-04-25;0,605;4;25;19
2022-04-25;0,865;4;25;20
2022-04-25;0,393;4;25;21
2022-04-25;0,62;4;25;22
2022-04-25;1,453;4;25;23
2022-04-25;0,608;4;25;24
2022-04-26;0,529;4;26;1
2022-04-26;0,522;4;26;2
2022-04-26;0,337;4;26;3
2022-04-26;0,966;4;26;4
2022-04-26;0,266;4;26;5
2022-04-26;0,396;4;26;6
2022-04-26;0,341;4;26;7
2022-04-26;0,273;4;26;8
2022-04-26;1,254;4;26;9
2022-04-26;0,395;4;26;10
2022-04-26;1,22;4;26;11
2022-04-26;0,374;4;26;12
2022-04-26;0,582;4;26;13
2022-04-26;1,302;4;26;14
2022-04-26;1,197;4;26;15
2022-04-26;0,642;4;26;16
2022-04-26;0,475;4;26;17
2022-04-26;1,051;4;26;18
2022-04-26;0,591;4;26;19
2022-04-26;1,341;4;26;20
2022-04-26;0,601;4;26;21
2022-04-26;1,312;4;26;22
2022-04-26;0,846;4;26;23
2022-04-26;0,774;4;26;24
2022-04-27;0,455;4;27;1
2022-04-27;1,24;4;27;2
2022-04-27;0,426;4;27;3
2022-04-27;0,654;4;27;4
2022-04-27;0,326;4;27;5
2022-04-27;0,598;4;27;6
2022-04-27;0,625;4;27;7
2022-04-27;1,129;4;27;8
2022-04-27;0,594;4;27;9
2022-04-27;0,542;4;27;10
2022-04-27;1,383;4;27;11
2022-04-27;0,679;4;27;12
2022-04-27;1,521;4;27;13
2022-04-27;2,818;4;27;14
2022-04-27;1,33;4;27;15
2022-04-27;0,597;4;27;16
2022-04-27;1,189;4;27;17
2022-04-27;0,507;4;27;18
2022-04-27;0,956;4;27;19
2022-04-27;0,437;4;27;20
2022-04-27;0,947;4;27;21
2022-04-27;1,251;4;27;22
2022-04-27;0,736;4;27;23
2022-04-27;0,786;4;27;24
2022-04-28;0,42;4;28;1
2022-04-28;1,095;4;28;2
2022-04-28;0,52;4;28;3
2022-04-28;0,375;4;28;4
2022-04-28;0,422;4;28;5
2022-04-28;0,494;4;28;6
2022-04-28;0,488;4;28;7
2022-04-28;0,48;4;28;8
2022-04-28;1,253;4;28;9
2022-04-28;1,474;4;28;10
2022-04-28;0,862;4;28;11
2022-04-28;0,924;4;28;12
2022-04-28;1,311;4;28;13
2022-04-28;0,935;4;28;14
2022-04-28;0,828;4;28;15
2022-04-28;1,38;4;28;16
2022-04-28;0,389;4;28;17
2022-04-28;1,176;4;28;18
2022-04-28;0,485;4;28;19
2022-04-28;0,452;4;28;20
2022-04-28;1,097;4;28;21
2022-04-28;0,747;4;28;22
2022-04-28;1,155;4;28;23
2022-04-28;0,596;4;28;24
2022-04-29;0,545;4;29;1
2022-04-29;1,023;4;29;2
2022-04-29;0,375;4;29;3
2022-04-29;0,244;4;29;4
2022-04-29;0,284;4;29;5
2022-04-29;0,467;4;29;6
2022-04-29;1,026;4;29;7
2022-04-29;0,258;4;29;8
2022-04-29;0,463;4;29;9
2022-04-29;0,974;4;29;10
2022-04-29;0,283;4;29;11
2022-04-29;0,351;4;29;12
2022-04-29;0,389;4;29;13
2022-04-29;0,727;4;29;14
2022-04-29;1,588;4;29;15
2022-04-29;0,75;4;29;16
2022-04-29;0,489;4;29;17
2022-04-29;0,833;4;29;18
2022-04-29;1,048;4;29;19
2022-04-29;0,435;4;29;20
2022-04-29;0,376;4;29;21
2022-04-29;1,23;4;29;22
2022-04-29;0,567;4;29;23
2022-04-29;0,536;4;29;24
2022-04-30;0,52;4;30;1
2022-04-30;0,418;4;30;2
2022-04-30;0,528;4;30;3
2022-04-30;0,837;4;30;4
2022-04-30;0,371;4;30;5
2022-04-30;0,373;4;30;6
2022-04-30;0,259;4;30;7
2022-04-30;0,332;4;30;8
2022-04-30;0,509;4;30;9
2022-04-30;1,04;4;30;10
2022-04-30;0,378;4;30;11
2022-04-30;0,489;4;30;12
2022-04-30;1,056;4;30;13
2022-04-30;2,076;4;30;14
2022-04-30;1,153;4;30;15
2022-04-30;1,252;4;30;16
2022-04-30;0,682;4;30;17
2022-04-30;0,34;4;30;18
2022-04-30;0,881;4;30;19
2022-04-30;0,463;4;30;20
2022-04-30;0,924;4;30;21
2022-04-30;0,92;4;30;22
2022-04-30;1,136;4;30;23
2022-04-30;1,11;4;30;24
2022-05-01;1,882;5;1;1
2022-05-01;1,012;5;1;2
2022-05-01;0,454;5;1;3
2022-05-01;0,558;5;1;4
2022-05-01;0,499;5;1;5
2022-05-01;0,433;5;1;6
2022-05-01;1,027;5;1;7
2022-05-01;0,59;5;1;8
2022-05-01;0,423;5;1;9
2022-05-01;0,334;5;1;10
2022-05-01;0,884;5;1;11
2022-05-01;1,041;5;1;12
2022-05-01;1,455;5;1;13
2022-05-01;1,774;5;1;14
2022-05-01;0,986;5;1;15
2022-05-01;0,706;5;1;16
2022-05-01;1,614;5;1;17
2022-05-01;1,079;5;1;18
2022-05-01;0,572;5;1;19
2022-05-01;1,045;5;1;20
2022-05-01;0,345;5;1;21
2022-05-01;0,325;5;1;22
2022-05-01;1,143;5;1;23
2022-05-01;0,443;5;1;24
2022-05-02;0,418;5;2;1
2022-05-02;0,454;5;2;2
2022-05-02;1,03;5;2;3
2022-05-02;0,322;5;2;4
2022-05-02;0,352;5;2;5
2022-05-02;0,335;5;2;6
2022-05-02;0,315;5;2;7
2022-05-02;0,324;5;2;8
2022-05-02;0,374;5;2;9
2022-05-02;1,277;5;2;10
2022-05-02;0,412;5;2;11
2022-05-02;0,387;5;2;12
2022-05-02;0,52;5;2;13
2022-05-02;0,883;5;2;14
2022-05-02;1,116;5;2;15
2022-05-02;1,241;5;2;16
2022-05-02;0,462;5;2;17
2022-05-02;0,523;5;2;18
2022-05-02;1,387;5;2;19
2022-05-02;0,564;5;2;20
2022-05-02;0,403;5;2;21
2022-05-02;0,511;5;2;22
2022-05-02;0,391;5;2;23
2022-05-02;0,444;5;2;24
2022-05-03;1,688;5;3;1
2022-05-03;0,903;5;3;2
2022-05-03;0,379;5;3;3
2022-05-03;0,335;5;3;4
2022-05-03;0,294;5;3;5
2022-05-03;0,338;5;3;6
2022-05-03;0,293;5;3;7
2022-05-03;0,317;5;3;8
2022-05-03;0,552;5;3;9
2022-05-03;1,127;5;3;10
2022-05-03;0,729;5;3;11
2022-05-03;0,503;5;3;12
2022-05-03;0,655;5;3;13
2022-05-03;1,107;5;3;14
2022-05-03;0,53;5;3;15
2022-05-03;1,241;5;3;16
2022-05-03;0,515;5;3;17
2022-05-03;0,495;5;3;18
2022-05-03;0,539;5;3;19
2022-05-03;1,226;5;3;20
2022-05-03;0,472;5;3;21
2022-05-03;1,23;5;3;22
2022-05-03;0,622;5;3;23
2022-05-03;0,796;5;3;24
2022-05-04;0,997;5;4;1
2022-05-04;0,414;5;4;2
2022-05-04;0,331;5;4;3
2022-05-04;0,341;5;4;4
2022-05-04;0,27;5;4;5
2022-05-04;0,374;5;4;6
2022-05-04;1,13;5;4;7
2022-05-04;0,51;5;4;8
2022-05-04;1,974;5;4;9
2022-05-04;0,355;5;4;10
2022-05-04;0,841;5;4;11
2022-05-04;0,357;5;4;12
2022-05-04;0,284;5;4;13
2022-05-04;1,078;5;4;14
2022-05-04;0,877;5;4;15
2022-05-04;0,689;5;4;16
2022-05-04;0,331;5;4;17
2022-05-04;0,366;5;4;18
2022-05-04;0,992;5;4;19
2022-05-04;0,47;5;4;20
2022-05-04;0,437;5;4;21
2022-05-04;0,608;5;4;22
2022-05-04;1,284;5;4;23
2022-05-04;0,653;5;4;24
2022-05-05;0,727;5;5;1
2022-05-05;0,53;5;5;2
2022-05-05;0,437;5;5;3
2022-05-05;0,363;5;5;4
2022-05-05;0,884;5;5;5
2022-05-05;0,379;5;5;6
2022-05-05;0,428;5;5;7
2022-05-05;0,368;5;5;8
2022-05-05;1,242;5;5;9
2022-05-05;0,575;5;5;10
2022-05-05;1,664;5;5;11
2022-05-05;0,514;5;5;12
2022-05-05;0,385;5;5;13
2022-05-05;0,761;5;5;14
2022-05-05;1,306;5;5;15
2022-05-05;0,699;5;5;16
2022-05-05;0,359;5;5;17
2022-05-05;0,49;5;5;18
2022-05-05;1,055;5;5;19
2022-05-05;0,416;5;5;20
2022-05-05;0,333;5;5;21
2022-05-05;0,369;5;5;22
2022-05-05;0,698;5;5;23
2022-05-05;0,629;5;5;24
2022-05-06;1,254;5;6;1
2022-05-06;0,427;5;6;2
2022-05-06;0,307;5;6;3
2022-05-06;0,281;5;6;4
2022-05-06;0,332;5;6;5
2022-05-06;0,282;5;6;6
2022-05-06;0,349;5;6;7
2022-05-06;0,347;5;6;8
2022-05-06;1,19;5;6;9
2022-05-06;0,301;5;6;10
2022-05-06;0,459;5;6;11
2022-05-06;0,599;5;6;12
2022-05-06;0,625;5;6;13
2022-05-06;1,413;5;6;14
2022-05-06;0,901;5;6;15
2022-05-06;0,963;5;6;16
2022-05-06;0,684;5;6;17
2022-05-06;1,343;5;6;18
2022-05-06;1,21;5;6;19
2022-05-06;0,659;5;6;20
2022-05-06;1,046;5;6;21
2022-05-06;0,41;5;6;22
2022-05-06;0,732;5;6;23
2022-05-06;1,246;5;6;24
2022-05-07;0,291;5;7;1
2022-05-07;0,307;5;7;2
2022-05-07;0,32;5;7;3
2022-05-07;0,409;5;7;4
2022-05-07;0,928;5;7;5
2022-05-07;0,311;5;7;6
2022-05-07;0,329;5;7;7
2022-05-07;0,378;5;7;8
2022-05-07;0,632;5;7;9
2022-05-07;1,06;5;7;10
2022-05-07;0,309;5;7;11
2022-05-07;2,358;5;7;12
2022-05-07;2,258;5;7;13
2022-05-07;1,39;5;7;14
2022-05-07;1,243;5;7;15
2022-05-07;1,202;5;7;16
2022-05-07;1,288;5;7;17
2022-05-07;0,803;5;7;18
2022-05-07;1,112;5;7;19
2022-05-07;0,645;5;7;20
2022-05-07;0,793;5;7;21
2022-05-07;0,388;5;7;22
2022-05-07;1,044;5;7;23
2022-05-07;2,076;5;7;24
2022-05-08;0,487;5;8;1
2022-05-08;0,227;5;8;2
2022-05-08;0,944;5;8;3
2022-05-08;0,418;5;8;4
2022-05-08;0,276;5;8;5
2022-05-08;0,276;5;8;6
2022-05-08;0,326;5;8;7
2022-05-08;0,362;5;8;8
2022-05-08;1,229;5;8;9
2022-05-08;0,207;5;8;10
2022-05-08;0,412;5;8;11
2022-05-08;0,767;5;8;12
2022-05-08;0,703;5;8;13
2022-05-08;1,615;5;8;14
2022-05-08;1,891;5;8;15
2022-05-08;1,809;5;8;16
2022-05-08;0,42;5;8;17
2022-05-08;0,346;5;8;18
2022-05-08;0,522;5;8;19
2022-05-08;0,412;5;8;20
2022-05-08;0,284;5;8;21
2022-05-08;0,547;5;8;22
2022-05-08;0,622;5;8;23
2022-05-08;0,758;5;8;24
2022-05-09;0,428;5;9;1
2022-05-09;0,24;5;9;2
2022-05-09;0,387;5;9;3
2022-05-09;0,378;5;9;4
2022-05-09;0,302;5;9;5
2022-05-09;0,244;5;9;6
2022-05-09;0,311;5;9;7
2022-05-09;0,506;5;9;8
2022-05-09;0,361;5;9;9
2022-05-09;0,287;5;9;10
2022-05-09;0,647;5;9;11
2022-05-09;0,726;5;9;12
2022-05-09;0,78;5;9;13
2022-05-09;0,832;5;9;14
2022-05-09;0,797;5;9;15
2022-05-09;0,926;5;9;16
2022-05-09;0,421;5;9;17
2022-05-09;0,435;5;9;18
2022-05-09;0,435;5;9;19
2022-05-09;0,989;5;9;20
