CUPS;Fecha;Hora;Consumo_kWh;Metodo_obtencion
ES0021000004500478JL;10/03/2022;3;1,093;R
ES0021000004500478JL;10/03/2022;4;0,521;R
ES0021000004500478JL;10/03/2022;5;0,677;R
ES0021000004500478JL;10/03/2022;6;0,554;R
ES0021000004500478JL;10/03/2022;7;0,611;R
ES0021000004500478JL;10/03/2022;8;0,719;R
ES0021000004500478JL;10/03/2022;9;0,986;R
ES0021000004500478JL;10/03/2022;10;0,949;R
ES0021000004500478JL;10/03/2022;11;1,679;R
ES0021000004500478JL;10/03/2022;12;1,245;R
ES0021000004500478JL;10/03/2022;13;1,667;R
ES0021000004500478JL;10/03/2022;14;2,066;R
ES0021000004500478JL;10/03/2022;15;1,593;R
ES0021000004500478JL;10/03/2022;16;1,728;R
ES0021000004500478JL;10/03/2022;17;1,401;R
ES0021000004500478JL;10/03/2022;18;1,070;R
ES0021000004500478JL;10/03/2022;19;0,907;R
ES0021000004500478JL;10/03/2022;20;1,307;R
ES0021000004500478JL;10/03/2022;21;1,867;R
ES0021000004500478JL;10/03/2022;22;2,050;R
ES0021000004500478JL;10/03/2022;23;1,387;R
ES0021000004500478JL;10/03/2022;24;1,730;R
ES0021000004500478JL;11/03/2022;1;1,411;R
ES0021000004500478JL;11/03/2022;2;0,714;R
ES0021000004500478JL;11/03/2022;3;0,617;R
ES0021000004500478JL;11/03/2022;4;0,581;R
ES0021000004500478JL;11/03/2022;5;0,611;R
ES0021000004500478JL;11/03/2022;6;0,709;R
ES0021000004500478JL;11/03/2022;7;0,614;R
ES0021000004500478JL;11/03/2022;8;0,578;R
ES0021000004500478JL;11/03/2022;9;0,811;R
ES0021000004500478JL;11/03/2022;10;1,243;R
ES0021000004500478JL;11/03/2022;11;0,959;R
ES0021000004500478JL;11/03/2022;12;1,421;R
ES0021000004500478JL;11/03/2022;13;1,096;R
ES0021000004500478JL;11/03/2022;14;1,202;R
ES0021000004500478JL;11/03/2022;15;1,227;R
ES0021000004500478JL;11/03/2022;16;2,288;R
ES0021000004500478JL;11/03/2022;17;1,320;R
ES0021000004500478JL;11/03/2022;18;1,313;R
ES0021000004500478JL;11/03/2022;19;1,449;R
ES0021000004500478JL;11/03/2022;20;1,472;R
ES0021000004500478JL;11/03/2022;21;1,350;R
ES0021000004500478JL;11/03/2022;22;2,161;R
ES0021000004500478JL;11/03/2022;23;2,055;R
ES0021000004500478JL;11/03/2022;24;1,500;R
ES0021000004500478JL;12/03/2022;1;1,555;R
ES0021000004500478JL;12/03/2022;2;1,904;R
ES0021000004500478JL;12/03/2022;3;0,948;R
ES0021000004500478JL;12/03/2022;4;0,588;R
ES0021000004500478JL;12/03/2022;5;0,601;R
ES0021000004500478JL;12/03/2022;6;0,376;R
ES0021000004500478JL;12/03/2022;7;0,485;R
ES0021000004500478JL;12/03/2022;8;0,608;R
ES0021000004500478JL;12/03/2022;9;0,607;R
ES0021000004500478JL;12/03/2022;10;0,671;R
ES0021000004500478JL;12/03/2022;11;0,594;R
ES0021000004500478JL;12/03/2022;12;1,680;R
ES0021000004500478JL;12/03/2022;13;1,837;R
ES0021000004500478JL;12/03/2022;14;2,435;R
ES0021000004500478JL;12/03/2022;15;2,848;R
ES0021000004500478JL;12/03/2022;16;3,619;R
ES0021000004500478JL;12/03/2022;17;2,973;R
ES0021000004500478JL;12/03/2022;18;1,678;R
ES0021000004500478JL;12/03/2022;19;1,595;R
ES0021000004500478JL;12/03/2022;20;1,733;R
ES0021000004500478JL;12/03/2022;21;1,449;R
ES0021000004500478JL;12/03/2022;22;1,757;R
ES0021000004500478JL;12/03/2022;23;1,719;R
ES0021000004500478JL;12/03/2022;24;1,087;R
ES0021000004500478JL;13/03/2022;1;0,924;R
ES0021000004500478JL;13/03/2022;2;0,712;R
ES0021000004500478JL;13/03/2022;3;0,614;R
ES0021000004500478JL;13/03/2022;4;0,647;R
ES0021000004500478JL;13/03/2022;5;0,945;R
ES0021000004500478JL;13/03/2022;6;0,848;R
ES0021000004500478JL;13/03/2022;7;1,551;R
ES0021000004500478JL;13/03/2022;8;1,193;R
ES0021000004500478JL;13/03/2022;9;1,102;R
ES0021000004500478JL;13/03/2022;10;1,174;R
ES0021000004500478JL;13/03/2022;11;1,068;R
ES0021000004500478JL;13/03/2022;12;0,554;R
ES0021000004500478JL;13/03/2022;13;1,279;R
ES0021000004500478JL;13/03/2022;14;0,615;R
ES0021000004500478JL;13/03/2022;15;0,920;R
ES0021000004500478JL;13/03/2022;16;1,549;R
ES0021000004500478JL;13/03/2022;17;1,341;R
ES0021000004500478JL;13/03/2022;18;1,101;R
ES0021000004500478JL;13/03/2022;19;1,104;R
ES0021000004500478JL;13/03/2022;20;1,128;R
ES0021000004500478JL;13/03/2022;21;1,408;R
ES0021000004500478JL;13/03/2022;22;1,675;R
ES0021000004500478JL;13/03/2022;23;1,274;R
ES0021000004500478JL;13/03/2022;24;1,432;R
ES0021000004500478JL;14/03/2022;1;1,015;R
ES0021000004500478JL;14/03/2022;2;0,561;R
ES0021000004500478JL;14/03/2022;3;0,634;R
ES0021000004500478JL;14/03/2022;4;0,469;R
ES0021000004500478JL;14/03/2022;5;0,514;R
ES0021000004500478JL;14/03/2022;6;0,548;R
ES0021000004500478JL;14/03/2022;7;0,455;R
ES0021000004500478JL;14/03/2022;8;0,475;R
ES0021000004500478JL;14/03/2022;9;0,638;R
ES0021000004500478JL;14/03/2022;10;1,963;R
ES0021000004500478JL;14/03/2022;11;1,438;R
ES0021000004500478JL;14/03/2022;12;1,309;R
ES0021000004500478JL;14/03/2022;13;2,432;R
ES0021000004500478JL;14/03/2022;14;3,458;R
ES0021000004500478JL;14/03/2022;15;2,327;R
ES0021000004500478JL;14/03/2022;16;1,783;R
ES0021000004500478JL;14/03/2022;17;1,160;R
ES0021000004500478JL;14/03/2022;18;0,951;R
ES0021000004500478JL;14/03/2022;19;1,184;R
ES0021000004500478JL;14/03/2022;20;1,016;R
ES0021000004500478JL;14/03/2022;21;1,363;R
ES0021000004500478JL;14/03/2022;22;1,983;R
ES0021000004500478JL;14/03/2022;23;1,304;R
ES0021000004500478JL;14/03/2022;24;1,147;R
ES0021000004500478JL;15/03/2022;1;0,588;R
ES0021000004500478JL;15/03/2022;2;0,615;R
ES0021000004500478JL;15/03/2022;3;0,474;R
ES0021000004500478JL;15/03/2022;4;0,524;R
ES0021000004500478JL;15/03/2022;5;0,533;R
ES0021000004500478JL;15/03/2022;6;0,431;R
ES0021000004500478JL;15/03/2022;7;0,508;R
ES0021000004500478JL;15/03/2022;8;0,645;R
ES0021000004500478JL;15/03/2022;9;0,725;R
ES0021000004500478JL;15/03/2022;10;0,664;R
ES0021000004500478JL;15/03/2022;11;1,122;R
ES0021000004500478JL;15/03/2022;12;2,375;R
ES0021000004500478JL;15/03/2022;13;1,176;R
ES0021000004500478JL;15/03/2022;14;1,827;R
ES0021000004500478JL;15/03/2022;15;1,366;R
ES0021000004500478JL;15/03/2022;16;1,660;R
ES0021000004500478JL;15/03/2022;17;0,832;R
ES0021000004500478JL;15/03/2022;18;1,048;R
ES0021000004500478JL;15/03/2022;19;0,793;R
ES0021000004500478JL;15/03/2022;20;1,341;R
ES0021000004500478JL;15/03/2022;21;1,378;R
ES0021000004500478JL;15/03/2022;22;1,381;R
ES0021000004500478JL;15/03/2022;23;1,067;R
ES0021000004500478JL;15/03/2022;24;1,074;R
ES0021000004500478JL;16/03/2022;1;0,574;R
ES0021000004500478JL;16/03/2022;2;0,426;R
ES0021000004500478JL;16/03/2022;3;0,640;R
ES0021000004500478JL;16/03/2022;4;0,576;R
ES0021000004500478JL;16/03/2022;5;0,435;R
ES0021000004500478JL;16/03/2022;6;0,470;R
ES0021000004500478JL;16/03/2022;7;0,477;R
ES0021000004500478JL;16/03/2022;8;0,547;R
ES0021000004500478JL;16/03/2022;9;0,850;R
ES0021000004500478JL;16/03/2022;10;0,666;R
ES0021000004500478JL;16/03/2022;11;0,579;R
ES0021000004500478JL;16/03/2022;12;1,268;R
ES0021000004500478JL;16/03/2022;13;1,202;R
ES0021000004500478JL;16/03/2022;14;1,224;R
ES0021000004500478JL;16/03/2022;15;0,873;R
ES0021000004500478JL;16/03/2022;16;0,719;R
ES0021000004500478JL;16/03/2022;17;0,905;R
ES0021000004500478JL;16/03/2022;18;0,871;R
ES0021000004500478JL;16/03/2022;19;0,850;R
ES0021000004500478JL;16/03/2022;20;0,918;R
ES0021000004500478JL;16/03/2022;21;0,992;R
ES0021000004500478JL;16/03/2022;22;0,986;R
ES0021000004500478JL;16/03/2022;23;0,796;R
ES0021000004500478JL;16/03/2022;24;1,925;R
ES0021000004500478JL;17/03/2022;1;1,204;R
ES0021000004500478JL;17/03/2022;2;0,474;R
ES0021000004500478JL;17/03/2022;3;0,427;R
ES0021000004500478JL;17/03/2022;4;0,548;R
ES0021000004500478JL;17/03/2022;5;0,676;R
ES0021000004500478JL;17/03/2022;6;0,471;R
ES0021000004500478JL;17/03/2022;7;0,496;R
ES0021000004500478JL;17/03/2022;8;0,441;R
ES0021000004500478JL;17/03/2022;9;0,536;R
ES0021000004500478JL;17/03/2022;10;1,054;R
ES0021000004500478JL;17/03/2022;11;0,561;R
ES0021000004500478JL;17/03/2022;12;1,336;R
ES0021000004500478JL;17/03/2022;13;1,131;R
ES0021000004500478JL;17/03/2022;14;1,228;R
ES0021000004500478JL;17/03/2022;15;1,200;R
ES0021000004500478JL;17/03/2022;16;1,115;R
ES0021000004500478JL;17/03/2022;17;1,397;R
ES0021000004500478JL;17/03/2022;18;2,693;R
ES0021000004500478JL;17/03/2022;19;2,703;R
ES0021000004500478JL;17/03/2022;20;0,749;R
ES0021000004500478JL;17/03/2022;21;1,354;R
ES0021000004500478JL;17/03/2022;22;1,377;R
ES0021000004500478JL;17/03/2022;23;2,073;R
ES0021000004500478JL;17/03/2022;24;2,061;R
ES0021000004500478JL;18/03/2022;1;0,693;R
ES0021000004500478JL;18/03/2022;2;0,667;R
ES0021000004500478JL;18/03/2022;3;0,662;R
ES0021000004500478JL;18/03/2022;4;0,649;R
ES0021000004500478JL;18/03/2022;5;0,587;R
ES0021000004500478JL;18/03/2022;6;0,706;R
ES0021000004500478JL;18/03/2022;7;0,643;R
ES0021000004500478JL;18/03/2022;8;0,663;R
ES0021000004500478JL;18/03/2022;9;0,665;R
ES0021000004500478JL;18/03/2022;10;1,172;R
ES0021000004500478JL;18/03/2022;11;1,179;R
ES0021000004500478JL;18/03/2022;12;1,495;R
ES0021000004500478JL;18/03/2022;13;0,645;R
ES0021000004500478JL;18/03/2022;14;1,478;R
ES0021000004500478JL;18/03/2022;15;1,702;R
ES0021000004500478JL;18/03/2022;16;1,423;R
ES0021000004500478JL;18/03/2022;17;1,792;R
ES0021000004500478JL;18/03/2022;18;1,239;R
ES0021000004500478JL;18/03/2022;19;1,127;R
ES0021000004500478JL;18/03/2022;20;2,101;R
ES0021000004500478JL;18/03/2022;21;1,681;R
ES0021000004500478JL;18/03/2022;22;1,662;R
ES0021000004500478JL;18/03/2022;23;1,212;R
ES0021000004500478JL;18/03/2022;24;0,967;R
ES0021000004500478JL;19/03/2022;1;1,171;R
ES0021000004500478JL;19/03/2022;2;1,021;R
ES0021000004500478JL;19/03/2022;3;0,764;R
ES0021000004500478JL;19/03/2022;4;0,597;R
ES0021000004500478JL;19/03/2022;5;0,584;R
ES0021000004500478JL;19/03/2022;6;0,520;R
ES0021000004500478JL;19/03/2022;7;0,371;R
ES0021000004500478JL;19/03/2022;8;0,546;R
ES0021000004500478JL;19/03/2022;9;0,619;R
ES0021000004500478JL;19/03/2022;10;0,762;R
ES0021000004500478JL;19/03/2022;11;0,642;R
ES0021000004500478JL;19/03/2022;12;0,612;R
ES0021000004500478JL;19/03/2022;13;2,372;R
ES0021000004500478JL;19/03/2022;14;2,267;R
ES0021000004500478JL;19/03/2022;15;1,319;R
ES0021000004500478JL;19/03/2022;16;1,369;R
ES0021000004500478JL;19/03/2022;17;0,763;R
ES0021000004500478JL;19/03/2022;18;0,853;R
ES0021000004500478JL;19/03/2022;19;0,512;R
ES0021000004500478JL;19/03/2022;20;0,614;R
ES0021000004500478JL;19/03/2022;21;0,961;R
ES0021000004500478JL;19/03/2022;22;1,773;R
ES0021000004500478JL;19/03/2022;23;2,430;R
ES0021000004500478JL;19/03/2022;24;2,792;R
ES0021000004500478JL;20/03/2022;1;2,318;R
ES0021000004500478JL;20/03/2022;2;0,943;R
ES0021000004500478JL;20/03/2022;3;0,465;R
ES0021000004500478JL;20/03/2022;4;0,488;R
ES0021000004500478JL;20/03/2022;5;0,675;R
ES0021000004500478JL;20/03/2022;6;0,587;R
ES0021000004500478JL;20/03/2022;7;0,397;R
ES0021000004500478JL;20/03/2022;8;0,488;R
ES0021000004500478JL;20/03/2022;9;1,025;R
ES0021000004500478JL;20/03/2022;10;0,729;R
ES0021000004500478JL;20/03/2022;11;1,430;R
ES0021000004500478JL;20/03/2022;12;1,712;R
ES0021000004500478JL;20/03/2022;13;1,562;R
ES0021000004500478JL;20/03/2022;14;1,409;R
ES0021000004500478JL;20/03/2022;15;0,921;R
ES0021000004500478JL;20/03/2022;16;0,577;R
ES0021000004500478JL;20/03/2022;17;0,718;R
ES0021000004500478JL;20/03/2022;18;0,544;R
ES0021000004500478JL;20/03/2022;19;0,455;R
ES0021000004500478JL;20/03/2022;20;0,703;R
ES0021000004500478JL;20/03/2022;21;1,343;R
ES0021000004500478JL;20/03/2022;22;1,069;R
ES0021000004500478JL;20/03/2022;23;1,230;R
ES0021000004500478JL;20/03/2022;24;0,911;R
ES0021000004500478JL;21/03/2022;1;1,009;R
ES0021000004500478JL;21/03/2022;2;0,698;R
ES0021000004500478JL;21/03/2022;3;0,538;R
ES0021000004500478JL;21/03/2022;4;0,515;R
ES0021000004500478JL;21/03/2022;5;0,544;R
ES0021000004500478JL;21/03/2022;6;0,437;R
ES0021000004500478JL;21/03/2022;7;0,479;R
ES0021000004500478JL;21/03/2022;8;0,530;R
ES0021000004500478JL;21/03/2022;9;0,954;R
ES0021000004500478JL;21/03/2022;10;1,240;R
ES0021000004500478JL;21/03/2022;11;0,931;R
ES0021000004500478JL;21/03/2022;12;0,625;R
ES0021000004500478JL;21/03/2022;13;0,728;R
ES0021000004500478JL;21/03/2022;14;1,028;R
ES0021000004500478JL;21/03/2022;15;1,344;R
ES0021000004500478JL;21/03/2022;16;1,301;R
ES0021000004500478JL;21/03/2022;17;0,794;R
ES0021000004500478JL;21/03/2022;18;0,714;R
ES0021000004500478JL;21/03/2022;19;0,850;R
ES0021000004500478JL;21/03/2022;20;1,488;R
ES0021000004500478JL;21/03/2022;21;1,777;R
ES0021000004500478JL;21/03/2022;22;1,419;R
ES0021000004500478JL;21/03/2022;23;1,513;R
ES0021000004500478JL;21/03/2022;24;1,273;R
ES0021000004500478JL;22/03/2022;1;1,181;R
ES0021000004500478JL;22/03/2022;2;0,971;R
ES0021000004500478JL;22/03/2022;3;1,141;R
ES0021000004500478JL;22/03/2022;4;0,843;R
ES0021000004500478JL;22/03/2022;5;1,104;R
ES0021000004500478JL;22/03/2022;6;0,905;R
ES0021000004500478JL;22/03/2022;7;0,964;R
ES0021000004500478JL;22/03/2022;8;1,108;R
ES0021000004500478JL;22/03/2022;9;1,425;R
ES0021000004500478JL;22/03/2022;10;1,660;R
ES0021000004500478JL;22/03/2022;11;1,767;R
ES0021000004500478JL;22/03/2022;12;0,779;R
ES0021000004500478JL;22/03/2022;13;1,051;R
ES0021000004500478JL;22/03/2022;14;1,867;R
ES0021000004500478JL;22/03/2022;15;1,825;R
ES0021000004500478JL;22/03/2022;16;1,586;R
ES0021000004500478JL;22/03/2022;17;1,139;R
ES0021000004500478JL;22/03/2022;18;1,058;R
ES0021000004500478JL;22/03/2022;19;1,003;R
ES0021000004500478JL;22/03/2022;20;1,195;R
ES0021000004500478JL;22/03/2022;21;1,025;R
ES0021000004500478JL;22/03/2022;22;1,375;R
ES0021000004500478JL;22/03/2022;23;1,681;R
ES0021000004500478JL;22/03/2022;24;1,001;R
ES0021000004500478JL;23/03/2022;1;0,891;R
ES0021000004500478JL;23/03/2022;2;0,754;R
ES0021000004500478JL;23/03/2022;3;0,550;R
ES0021000004500478JL;23/03/2022;4;0,609;R
ES0021000004500478JL;23/03/2022;5;0,444;R
ES0021000004500478JL;23/03/2022;6;0,546;R
ES0021000004500478JL;23/03/2022;7;0,618;R
ES0021000004500478JL;23/03/2022;8;0,519;R
ES0021000004500478JL;23/03/2022;9;1,007;R
ES0021000004500478JL;23/03/2022;10;2,173;R
ES0021000004500478JL;23/03/2022;11;0,965;R
ES0021000004500478JL;23/03/2022;12;1,748;R
ES0021000004500478JL;23/03/2022;13;1,855;R
ES0021000004500478JL;23/03/2022;14;2,029;R
ES0021000004500478JL;23/03/2022;15;1,713;R
ES0021000004500478JL;23/03/2022;16;1,424;R
ES0021000004500478JL;23/03/2022;17;1,186;R
ES0021000004500478JL;23/03/2022;18;1,115;R
ES0021000004500478JL;23/03/2022;19;0,790;R
ES0021000004500478JL;23/03/2022;20;1,222;R
ES0021000004500478JL;23/03/2022;21;1,372;R
ES0021000004500478JL;23/03/2022;22;1,593;R
ES0021000004500478JL;23/03/2022;23;1,092;R
ES0021000004500478JL;23/03/2022;24;1,271;R
ES0021000004500478JL;24/03/2022;1;0,956;R
ES0021000004500478JL;24/03/2022;2;1,265;R
ES0021000004500478JL;24/03/2022;3;0,698;R
ES0021000004500478JL;24/03/2022;4;0,521;R
ES0021000004500478JL;24/03/2022;5;0,515;R
ES0021000004500478JL;24/03/2022;6;0,510;R
ES0021000004500478JL;24/03/2022;7;0,707;R
ES0021000004500478JL;24/03/2022;8;0,634;R
ES0021000004500478JL;24/03/2022;9;0,493;R
ES0021000004500478JL;24/03/2022;10;1,010;R
ES0021000004500478JL;24/03/2022;11;0,574;R
ES0021000004500478JL;24/03/2022;12;0,854;R
ES0021000004500478JL;24/03/2022;13;0,862;R
ES0021000004500478JL;24/03/2022;14;3,027;R
ES0021000004500478JL;24/03/2022;15;3,023;R
ES0021000004500478JL;24/03/2022;16;2,457;R
ES0021000004500478JL;24/03/2022;17;2,301;R
ES0021000004500478JL;24/03/2022;18;3,024;R
ES0021000004500478JL;24/03/2022;19;1,332;R
ES0021000004500478JL;24/03/2022;20;1,504;R
ES0021000004500478JL;24/03/2022;21;1,150;R
ES0021000004500478JL;24/03/2022;22;1,542;R
ES0021000004500478JL;24/03/2022;23;2,162;R
ES0021000004500478JL;24/03/2022;24;1,385;R
ES0021000004500478JL;25/03/2022;1;1,467;R
ES0021000004500478JL;25/03/2022;2;1,389;R
ES0021000004500478JL;25/03/2022;3;0,522;R
ES0021000004500478JL;25/03/2022;4;0,506;R
ES0021000004500478JL;25/03/2022;5;0,555;R
ES0021000004500478JL;25/03/2022;6;0,508;R
ES0021000004500478JL;25/03/2022;7;0,649;R
ES0021000004500478JL;25/03/2022;8;0,460;R
ES0021000004500478JL;25/03/2022;9;0,646;R
ES0021000004500478JL;25/03/2022;10;0,963;R
ES0021000004500478JL;25/03/2022;11;0,610;R
ES0021000004500478JL;25/03/2022;12;0,801;R
ES0021000004500478JL;25/03/2022;13;0,870;R
ES0021000004500478JL;25/03/2022;14;1,363;R
ES0021000004500478JL;25/03/2022;15;1,632;R
ES0021000004500478JL;25/03/2022;16;1,240;R
ES0021000004500478JL;25/03/2022;17;1,083;R
ES0021000004500478JL;25/03/2022;18;1,213;R
ES0021000004500478JL;25/03/2022;19;1,071;R
ES0021000004500478JL;25/03/2022;20;1,043;R
ES0021000004500478JL;25/03/2022;21;1,153;R
ES0021000004500478JL;25/03/2022;22;1,305;R
ES0021000004500478JL;25/03/2022;23;1,885;R
ES0021000004500478JL;25/03/2022;24;2,558;R
ES0021000004500478JL;26/03/2022;1;0,595;R
ES0021000004500478JL;26/03/2022;2;0,679;R
ES0021000004500478JL;26/03/2022;3;0,754;R
ES0021000004500478JL;26/03/2022;4;0,624;R
ES0021000004500478JL;26/03/2022;5;0,591;R
ES0021000004500478JL;26/03/2022;6;0,601;R
ES0021000004500478JL;26/03/2022;7;0,694;R
ES0021000004500478JL;26/03/2022;8;0,576;R
ES0021000004500478JL;26/03/2022;9;0,741;R
ES0021000004500478JL;26/03/2022;10;0,891;R
ES0021000004500478JL;26/03/2022;11;0,741;R
ES0021000004500478JL;26/03/2022;12;0,934;R
ES0021000004500478JL;26/03/2022;13;2,523;R
ES0021000004500478JL;26/03/2022;14;2,571;R
ES0021000004500478JL;26/03/2022;15;1,896;R
ES0021000004500478JL;26/03/2022;16;1,923;R
ES0021000004500478JL;26/03/2022;17;1,696;R
ES0021000004500478JL;26/03/2022;18;1,434;R
ES0021000004500478JL;26/03/2022;19;1,394;R
ES0021000004500478JL;26/03/2022;20;1,003;R
ES0021000004500478JL;26/03/2022;21;1,585;R
ES0021000004500478JL;26/03/2022;22;1,772;R
ES0021000004500478JL;26/03/2022;23;1,703;R
ES0021000004500478JL;26/03/2022;24;1,518;R
ES0021000004500478JL;27/03/2022;1;1,417;R
ES0021000004500478JL;27/03/2022;2;0,812;R
ES0021000004500478JL;27/03/2022;3;0,545;R
ES0021000004500478JL;27/03/2022;4;0,416;R
ES0021000004500478JL;27/03/2022;5;0,490;R
ES0021000004500478JL;27/03/2022;6;0,608;R
ES0021000004500478JL;27/03/2022;7;0,419;R
ES0021000004500478JL;27/03/2022;8;0,576;R
ES0021000004500478JL;27/03/2022;9;0,733;R
ES0021000004500478JL;27/03/2022;10;0,556;R
ES0021000004500478JL;27/03/2022;11;0,722;R
ES0021000004500478JL;27/03/2022;12;1,875;R
ES0021000004500478JL;27/03/2022;13;1,477;R
ES0021000004500478JL;27/03/2022;14;1,566;R
ES0021000004500478JL;27/03/2022;15;1,753;R
ES0021000004500478JL;27/03/2022;16;1,623;R
ES0021000004500478JL;27/03/2022;17;1,726;R
ES0021000004500478JL;27/03/2022;18;1,359;R
ES0021000004500478JL;27/03/2022;19;1,597;R
ES0021000004500478JL;27/03/2022;20;1,533;R
ES0021000004500478JL;27/03/2022;21;1,579;R
ES0021000004500478JL;27/03/2022;22;1,682;R
ES0021000004500478JL;27/03/2022;23;1,389;R
ES0021000004500478JL;28/03/2022;1;1,366;R
ES0021000004500478JL;28/03/2022;2;0,745;R
ES0021000004500478JL;28/03/2022;3;0,680;R
ES0021000004500478JL;28/03/2022;4;0,641;R
ES0021000004500478JL;28/03/2022;5;0,608;R
ES0021000004500478JL;28/03/2022;6;0,688;R
ES0021000004500478JL;28/03/2022;7;0,588;R
ES0021000004500478JL;28/03/2022;8;0,668;R
ES0021000004500478JL;28/03/2022;9;0,864;R
ES0021000004500478JL;28/03/2022;10;1,009;R
ES0021000004500478JL;28/03/2022;11;0,957;R
ES0021000004500478JL;28/03/2022;12;1,539;R
ES0021000004500478JL;28/03/2022;13;1,187;R
ES0021000004500478JL;28/03/2022;14;1,283;R
ES0021000004500478JL;28/03/2022;15;1,233;R
ES0021000004500478JL;28/03/2022;16;1,505;R
ES0021000004500478JL;28/03/2022;17;0,973;R
ES0021000004500478JL;28/03/2022;18;0,998;R
ES0021000004500478JL;28/03/2022;19;0,709;R
ES0021000004500478JL;28/03/2022;20;0,758;R
ES0021000004500478JL;28/03/2022;21;1,023;R
ES0021000004500478JL;28/03/2022;22;1,432;R
ES0021000004500478JL;28/03/2022;23;1,437;R
ES0021000004500478JL;28/03/2022;24;1,806;R
ES0021000004500478JL;29/03/2022;1;1,577;R
ES0021000004500478JL;29/03/2022;2;0,601;R
ES0021000004500478JL;29/03/2022;3;0,504;R
ES0021000004500478JL;29/03/2022;4;0,734;R
ES0021000004500478JL;29/03/2022;5;0,612;R
ES0021000004500478JL;29/03/2022;6;0,538;R
ES0021000004500478JL;29/03/2022;7;0,591;R
ES0021000004500478JL;29/03/2022;8;0,768;R
ES0021000004500478JL;29/03/2022;9;2,789;R
ES0021000004500478JL;29/03/2022;10;1,603;R
ES0021000004500478JL;29/03/2022;11;0,839;R
ES0021000004500478JL;29/03/2022;12;1,411;R
ES0021000004500478JL;29/03/2022;13;1,322;R
ES0021000004500478JL;29/03/2022;14;1,768;R
ES0021000004500478JL;29/03/2022;15;1,583;R
ES0021000004500478JL;29/03/2022;16;1,562;R
ES0021000004500478JL;29/03/2022;17;1,516;R
ES0021000004500478JL;29/03/2022;18;0,701;R
ES0021000004500478JL;29/03/2022;19;0,856;R
ES0021000004500478JL;29/03/2022;20;0,685;R
ES0021000004500478JL;29/03/2022;21;0,793;R
ES0021000004500478JL;29/03/2022;22;0,755;R
ES0021000004500478JL;29/03/2022;23;0,907;R
ES0021000004500478JL;29/03/2022;24;0,822;R
ES0021000004500478JL;30/03/2022;1;0,814;R
ES0021000004500478JL;30/03/2022;2;0,709;R
ES0021000004500478JL;30/03/2022;3;0,767;R
ES0021000004500478JL;30/03/2022;4;0,620;R
ES0021000004500478JL;30/03/2022;5;0,626;R
ES0021000004500478JL;30/03/2022;6;0,515;R
ES0021000004500478JL;30/03/2022;7;0,595;R
ES0021000004500478JL;30/03/2022;8;0,706;R
ES0021000004500478JL;30/03/2022;9;0,545;R
ES0021000004500478JL;30/03/2022;10;0,715;R
ES0021000004500478JL;30/03/2022;11;1,785;R
ES0021000004500478JL;30/03/2022;12;1,125;R
ES0021000004500478JL;30/03/2022;13;1,315;R
ES0021000004500478JL;30/03/2022;14;1,006;R
ES0021000004500478JL;30/03/2022;15;1,130;R
ES0021000004500478JL;30/03/2022;16;2,130;R
ES0021000004500478JL;30/03/2022;17;1,246;R
ES0021000004500478JL;30/03/2022;18;1,248;R
ES0021000004500478JL;30/03/2022;19;1,089;R
ES0021000004500478JL;30/03/2022;20;1,163;R
ES0021000004500478JL;30/03/2022;21;1,125;R
ES0021000004500478JL;30/03/2022;22;1,354;R
ES0021000004500478JL;30/03/2022;23;1,158;R
ES0021000004500478JL;30/03/2022;24;1,500;R
ES0021000004500478JL;31/03/2022;1;1,008;R
ES0021000004500478JL;31/03/2022;2;0,925;R
ES0021000004500478JL;31/03/2022;3;0,673;R
ES0021000004500478JL;31/03/2022;4;0,497;R
ES0021000004500478JL;31/03/2022;5;0,595;R
ES0021000004500478JL;31/03/2022;6;0,684;R
ES0021000004500478JL;31/03/2022;7;0,608;R
ES0021000004500478JL;31/03/2022;8;0,594;R
ES0021000004500478JL;31/03/2022;9;0,500;R
ES0021000004500478JL;31/03/2022;10;1,077;R
ES0021000004500478JL;31/03/2022;11;1,085;R
ES0021000004500478JL;31/03/2022;12;0,809;R
ES0021000004500478JL;31/03/2022;13;0,911;R
ES0021000004500478JL;31/03/2022;14;1,329;R
ES0021000004500478JL;31/03/2022;15;1,151;R
ES0021000004500478JL;31/03/2022;16;1,032;R
ES0021000004500478JL;31/03/2022;17;0,753;R
ES0021000004500478JL;31/03/2022;18;0,976;R
ES0021000004500478JL;31/03/2022;19;0,519;R
ES0021000004500478JL;31/03/2022;20;0,785;R
ES0021000004500478JL;31/03/2022;21;1,589;R
ES0021000004500478JL;31/03/2022;22;1,176;R
ES0021000004500478JL;31/03/2022;23;1,629;R
ES0021000004500478JL;31/03/2022;24;1,064;R
ES0021000004500478JL;01/04/2022;1;0,650;R
ES0021000004500478JL;01/04/2022;2;1,133;R
ES0021000004500478JL;01/04/2022;3;0,551;R
ES0021000004500478JL;01/04/2022;4;0,663;R
ES0021000004500478JL;01/04/2022;5;0,693;R
ES0021000004500478JL;01/04/2022;6;0,620;R
ES0021000004500478JL;01/04/2022;7;0,540;R
ES0021000004500478JL;01/04/2022;8;0,623;R
ES0021000004500478JL;01/04/2022;9;0,908;R
ES0021000004500478JL;01/04/2022;10;0,707;R
ES0021000004500478JL;01/04/2022;11;0,977;R
ES0021000004500478JL;01/04/2022;12;2,059;R
