CUPS;Fecha;Hora;Consumo_kWh;Metodo_obtencion
ES0021000003073076YC;19/02/2023;1;0,316;R
ES0021000003073076YC;19/02/2023;2;0,309;R
ES0021000003073076YC;19/02/2023;3;0,261;R
ES0021000003073076YC;19/02/2023;4;0,340;R
ES0021000003073076YC;19/02/2023;5;0,284;R
ES0021000003073076YC;19/02/2023;6;0,295;R
ES0021000003073076YC;19/02/2023;7;0,288;R
ES0021000003073076YC;19/02/2023;8;0,316;R
ES0021000003073076YC;19/02/2023;9;0,294;R
ES0021000003073076YC;19/02/2023;10;0,295;R
ES0021000003073076YC;19/02/2023;11;0,213;R
ES0021000003073076YC;19/02/2023;12;0,329;R
ES0021000003073076YC;19/02/2023;13;0,255;R
ES0021000003073076YC;19/02/2023;14;0,298;R
ES0021000003073076YC;19/02/2023;15;0,271;R
ES0021000003073076YC;19/02/2023;16;0,247;R
ES0021000003073076YC;19/02/2023;17;0,309;R
ES0021000003073076YC;19/02/2023;18;0,258;R
ES0021000003073076YC;19/02/2023;19;0,298;R
ES0021000003073076YC;19/02/2023;20;1,476;R
ES0021000003073076YC;19/02/2023;21;1,823;R
ES0021000003073076YC;19/02/2023;22;2,101;R
ES0021000003073076YC;19/02/2023;23;0,628;R
ES0021000003073076YC;19/02/2023;24;0,622;R
ES0021000003073076YC;20/02/2023;1;0,542;R
ES0021000003073076YC;20/02/2023;2;0,436;R
ES0021000003073076YC;20/02/2023;3;0,398;R
ES0021000003073076YC;20/02/2023;4;0,344;R
ES0021000003073076YC;20/02/2023;5;0,346;R
ES0021000003073076YC;20/02/2023;6;0,568;R
ES0021000003073076YC;20/02/2023;7;0,446;R
ES0021000003073076YC;20/02/2023;8;0,501;R
ES0021000003073076YC;20/02/2023;9;0,259;R
ES0021000003073076YC;20/02/2023;10;0,350;R
ES0021000003073076YC;20/02/2023;11;0,310;R
ES0021000003073076YC;20/02/2023;12;0,336;R
ES0021000003073076YC;20/02/2023;13;0,329;R
ES0021000003073076YC;20/02/2023;14;0,375;R
ES0021000003073076YC;20/02/2023;15;0,639;R
ES0021000003073076YC;20/02/2023;16;0,404;R
ES0021000003073076YC;20/02/2023;17;0,382;R
ES0021000003073076YC;20/02/2023;18;0,395;R
ES0021000003073076YC;20/02/2023;19;0,434;R
ES0021000003073076YC;20/02/2023;20;0,584;R
ES0021000003073076YC;20/02/2023;21;0,724;R
ES0021000003073076YC;20/02/2023;22;1,921;R
ES0021000003073076YC;20/02/2023;23;0,856;R
ES0021000003073076YC;20/02/2023;24;1,261;R
ES0021000003073076YC;21/02/2023;1;1,133;R
ES0021000003073076YC;21/02/2023;2;1,995;R
ES0021000003073076YC;21/02/2023;3;2,545;R
ES0021000003073076YC;21/02/2023;4;2,565;R
ES0021000003073076YC;21/02/2023;5;2,541;R
ES0021000003073076YC;21/02/2023;6;0,885;R
ES0021000003073076YC;21/02/2023;7;0,525;R
ES0021000003073076YC;21/02/2023;8;0,338;R
ES0021000003073076YC;21/02/2023;9;0,319;R
ES0021000003073076YC;21/02/2023;10;0,270;R
ES0021000003073076YC;21/02/2023;11;0,431;R
ES0021000003073076YC;21/02/2023;12;0,417;R
ES0021000003073076YC;21/02/2023;13;0,333;R
ES0021000003073076YC;21/02/2023;14;0,226;R
ES0021000003073076YC;21/02/2023;15;0,226;R
ES0021000003073076YC;21/02/2023;16;0,331;R
ES0021000003073076YC;21/02/2023;17;0,489;R
ES0021000003073076YC;21/02/2023;18;0,303;R
ES0021000003073076YC;21/02/2023;19;0,479;R
ES0021000003073076YC;21/02/2023;20;0,472;R
ES0021000003073076YC;21/02/2023;21;1,064;R
ES0021000003073076YC;21/02/2023;22;1,775;R
ES0021000003073076YC;21/02/2023;23;0,663;R
ES0021000003073076YC;21/02/2023;24;0,526;R
ES0021000003073076YC;22/02/2023;1;0,532;R
ES0021000003073076YC;22/02/2023;2;2,117;R
ES0021000003073076YC;22/02/2023;3;2,743;R
ES0021000003073076YC;22/02/2023;4;2,637;R
ES0021000003073076YC;22/02/2023;5;2,584;R
ES0021000003073076YC;22/02/2023;6;1,723;R
ES0021000003073076YC;22/02/2023;7;0,716;R
ES0021000003073076YC;22/02/2023;8;0,362;R
ES0021000003073076YC;22/02/2023;9;0,324;R
ES0021000003073076YC;22/02/2023;10;0,308;R
ES0021000003073076YC;22/02/2023;11;0,367;R
ES0021000003073076YC;22/02/2023;12;0,332;R
ES0021000003073076YC;22/02/2023;13;0,330;R
ES0021000003073076YC;22/02/2023;14;0,423;R
ES0021000003073076YC;22/02/2023;15;0,424;R
ES0021000003073076YC;22/02/2023;16;0,501;R
ES0021000003073076YC;22/02/2023;17;0,438;R
ES0021000003073076YC;22/02/2023;18;0,367;R
ES0021000003073076YC;22/02/2023;19;0,461;R
ES0021000003073076YC;22/02/2023;20;0,550;R
ES0021000003073076YC;22/02/2023;21;0,537;R
ES0021000003073076YC;22/02/2023;22;1,850;R
ES0021000003073076YC;22/02/2023;23;1,826;R
ES0021000003073076YC;22/02/2023;24;1,004;R
ES0021000003073076YC;23/02/2023;1;1,028;R
ES0021000003073076YC;23/02/2023;2;1,962;R
ES0021000003073076YC;23/02/2023;3;2,549;R
ES0021000003073076YC;23/02/2023;4;2,579;R
ES0021000003073076YC;23/02/2023;5;2,525;R
ES0021000003073076YC;23/02/2023;6;1,346;R
ES0021000003073076YC;23/02/2023;7;0,822;R
ES0021000003073076YC;23/02/2023;8;0,339;R
ES0021000003073076YC;23/02/2023;9;0,293;R
ES0021000003073076YC;23/02/2023;10;0,323;R
ES0021000003073076YC;23/02/2023;11;0,774;R
ES0021000003073076YC;23/02/2023;12;0,401;R
ES0021000003073076YC;23/02/2023;13;0,770;R
ES0021000003073076YC;23/02/2023;14;0,409;R
ES0021000003073076YC;23/02/2023;15;0,464;R
ES0021000003073076YC;23/02/2023;16;0,471;R
ES0021000003073076YC;23/02/2023;17;0,381;R
ES0021000003073076YC;23/02/2023;18;0,332;R
ES0021000003073076YC;23/02/2023;19;0,406;R
ES0021000003073076YC;23/02/2023;20;0,427;R
ES0021000003073076YC;23/02/2023;21;0,422;R
ES0021000003073076YC;23/02/2023;22;1,152;R
ES0021000003073076YC;23/02/2023;23;0,769;R
ES0021000003073076YC;23/02/2023;24;0,519;R
ES0021000003073076YC;24/02/2023;1;0,536;R
ES0021000003073076YC;24/02/2023;2;2,034;R
ES0021000003073076YC;24/02/2023;3;2,591;R
ES0021000003073076YC;24/02/2023;4;2,616;R
ES0021000003073076YC;24/02/2023;5;2,368;R
ES0021000003073076YC;24/02/2023;6;1,859;R
ES0021000003073076YC;24/02/2023;7;1,055;R
ES0021000003073076YC;24/02/2023;8;0,392;R
ES0021000003073076YC;24/02/2023;9;0,305;R
ES0021000003073076YC;24/02/2023;10;0,912;R
ES0021000003073076YC;24/02/2023;11;0,929;R
ES0021000003073076YC;24/02/2023;12;0,315;R
ES0021000003073076YC;24/02/2023;13;0,330;R
ES0021000003073076YC;24/02/2023;14;0,314;R
ES0021000003073076YC;24/02/2023;15;0,271;R
ES0021000003073076YC;24/02/2023;16;0,352;R
ES0021000003073076YC;24/02/2023;17;0,392;R
ES0021000003073076YC;24/02/2023;18;0,409;R
ES0021000003073076YC;24/02/2023;19;0,495;R
ES0021000003073076YC;24/02/2023;20;0,568;R
ES0021000003073076YC;24/02/2023;21;0,588;R
ES0021000003073076YC;24/02/2023;22;1,784;R
ES0021000003073076YC;24/02/2023;23;0,555;R
ES0021000003073076YC;24/02/2023;24;0,530;R
ES0021000003073076YC;25/02/2023;1;0,610;R
ES0021000003073076YC;25/02/2023;2;2,128;R
ES0021000003073076YC;25/02/2023;3;2,606;R
ES0021000003073076YC;25/02/2023;4;2,489;R
ES0021000003073076YC;25/02/2023;5;2,452;R
ES0021000003073076YC;25/02/2023;6;0,778;R
ES0021000003073076YC;25/02/2023;7;0,340;R
ES0021000003073076YC;25/02/2023;8;0,349;R
ES0021000003073076YC;25/02/2023;9;1,067;R
ES0021000003073076YC;25/02/2023;10;0,722;R
ES0021000003073076YC;25/02/2023;11;0,752;R
ES0021000003073076YC;25/02/2023;12;0,285;R
ES0021000003073076YC;25/02/2023;13;0,278;R
ES0021000003073076YC;25/02/2023;14;0,230;R
ES0021000003073076YC;25/02/2023;15;0,301;R
ES0021000003073076YC;25/02/2023;16;0,269;R
ES0021000003073076YC;25/02/2023;17;0,273;R
ES0021000003073076YC;25/02/2023;18;0,282;R
ES0021000003073076YC;25/02/2023;19;0,357;R
ES0021000003073076YC;25/02/2023;20;0,315;R
ES0021000003073076YC;25/02/2023;21;0,325;R
ES0021000003073076YC;25/02/2023;22;1,276;R
ES0021000003073076YC;25/02/2023;23;1,163;R
ES0021000003073076YC;25/02/2023;24;0,746;R
ES0021000003073076YC;26/02/2023;1;0,776;R
ES0021000003073076YC;26/02/2023;2;2,226;R
ES0021000003073076YC;26/02/2023;3;2,742;R
ES0021000003073076YC;26/02/2023;4;2,592;R
ES0021000003073076YC;26/02/2023;5;2,513;R
ES0021000003073076YC;26/02/2023;6;0,979;R
ES0021000003073076YC;26/02/2023;7;0,369;R
ES0021000003073076YC;26/02/2023;8;0,416;R
ES0021000003073076YC;26/02/2023;9;0,367;R
ES0021000003073076YC;26/02/2023;10;0,388;R
ES0021000003073076YC;26/02/2023;11;0,554;R
ES0021000003073076YC;26/02/2023;12;0,455;R
ES0021000003073076YC;26/02/2023;13;1,061;R
ES0021000003073076YC;26/02/2023;14;1,889;R
ES0021000003073076YC;26/02/2023;15;1,491;R
ES0021000003073076YC;26/02/2023;16;0,402;R
ES0021000003073076YC;26/02/2023;17;0,442;R
ES0021000003073076YC;26/02/2023;18;0,803;R
ES0021000003073076YC;26/02/2023;19;0,569;R
ES0021000003073076YC;26/02/2023;20;0,593;R
ES0021000003073076YC;26/02/2023;21;0,842;R
ES0021000003073076YC;26/02/2023;22;2,126;R
ES0021000003073076YC;26/02/2023;23;1,545;R
ES0021000003073076YC;26/02/2023;24;1,577;R
ES0021000003073076YC;27/02/2023;1;1,071;R
ES0021000003073076YC;27/02/2023;2;2,501;R
ES0021000003073076YC;27/02/2023;3;2,194;R
ES0021000003073076YC;27/02/2023;4;1,554;R
ES0021000003073076YC;27/02/2023;5;1,372;R
ES0021000003073076YC;27/02/2023;6;2,802;R
ES0021000003073076YC;27/02/2023;7;2,004;R
ES0021000003073076YC;27/02/2023;8;1,350;R
ES0021000003073076YC;27/02/2023;9;1,209;R
ES0021000003073076YC;27/02/2023;10;1,182;R
ES0021000003073076YC;27/02/2023;11;1,146;R
ES0021000003073076YC;27/02/2023;12;1,217;R
ES0021000003073076YC;27/02/2023;13;1,183;R
ES0021000003073076YC;27/02/2023;14;0,445;R
ES0021000003073076YC;27/02/2023;15;0,589;R
ES0021000003073076YC;27/02/2023;16;0,397;R
ES0021000003073076YC;27/02/2023;17;0,443;R
ES0021000003073076YC;27/02/2023;18;0,322;R
ES0021000003073076YC;27/02/2023;19;0,466;R
ES0021000003073076YC;27/02/2023;20;0,488;R
ES0021000003073076YC;27/02/2023;21;0,502;R
ES0021000003073076YC;27/02/2023;22;1,567;R
ES0021000003073076YC;27/02/2023;23;0,879;R
ES0021000003073076YC;27/02/2023;24;0,547;R
ES0021000003073076YC;28/02/2023;1;0,856;R
ES0021000003073076YC;28/02/2023;2;2,731;R
ES0021000003073076YC;28/02/2023;3;3,102;R
ES0021000003073076YC;28/02/2023;4;3,171;R
ES0021000003073076YC;28/02/2023;5;2,972;R
ES0021000003073076YC;28/02/2023;6;2,855;R
ES0021000003073076YC;28/02/2023;7;1,904;R
ES0021000003073076YC;28/02/2023;8;1,209;R
ES0021000003073076YC;28/02/2023;9;1,281;R
ES0021000003073076YC;28/02/2023;10;1,341;R
ES0021000003073076YC;28/02/2023;11;1,001;R
ES0021000003073076YC;28/02/2023;12;0,380;R
ES0021000003073076YC;28/02/2023;13;0,342;R
ES0021000003073076YC;28/02/2023;14;0,438;R
ES0021000003073076YC;28/02/2023;15;0,411;R
ES0021000003073076YC;28/02/2023;16;0,445;R
ES0021000003073076YC;28/02/2023;17;0,412;R
ES0021000003073076YC;28/02/2023;18;0,468;R
ES0021000003073076YC;28/02/2023;19;0,557;R
ES0021000003073076YC;28/02/2023;20;0,572;R
ES0021000003073076YC;28/02/2023;21;0,663;R
ES0021000003073076YC;28/02/2023;22;1,421;R
ES0021000003073076YC;28/02/2023;23;2,363;R
ES0021000003073076YC;28/02/2023;24;1,695;R
ES0021000003073076YC;01/03/2023;1;1,967;R
ES0021000003073076YC;01/03/2023;2;2,764;R
ES0021000003073076YC;01/03/2023;3;3,064;R
ES0021000003073076YC;01/03/2023;4;3,032;R
ES0021000003073076YC;01/03/2023;5;2,338;R
ES0021000003073076YC;01/03/2023;6;2,181;R
ES0021000003073076YC;01/03/2023;7;1,590;R
ES0021000003073076YC;01/03/2023;8;0,873;R
ES0021000003073076YC;01/03/2023;9;0,586;R
ES0021000003073076YC;01/03/2023;10;0,452;R
ES0021000003073076YC;01/03/2023;11;0,602;R
ES0021000003073076YC;01/03/2023;12;0,675;R
ES0021000003073076YC;01/03/2023;13;0,676;R
ES0021000003073076YC;01/03/2023;14;0,561;R
ES0021000003073076YC;01/03/2023;15;1,029;R
ES0021000003073076YC;01/03/2023;16;0,710;R
ES0021000003073076YC;01/03/2023;17;2,678;R
ES0021000003073076YC;01/03/2023;18;2,680;R
ES0021000003073076YC;01/03/2023;19;1,270;R
ES0021000003073076YC;01/03/2023;20;0,546;R
ES0021000003073076YC;01/03/2023;21;0,514;R
ES0021000003073076YC;01/03/2023;22;1,321;R
ES0021000003073076YC;01/03/2023;23;0,705;R
ES0021000003073076YC;01/03/2023;24;0,679;R
ES0021000003073076YC;02/03/2023;1;0,521;R
ES0021000003073076YC;02/03/2023;2;2,056;R
ES0021000003073076YC;02/03/2023;3;2,622;R
ES0021000003073076YC;02/03/2023;4;2,957;R
ES0021000003073076YC;02/03/2023;5;2,654;R
ES0021000003073076YC;02/03/2023;6;1,935;R
ES0021000003073076YC;02/03/2023;7;1,532;R
ES0021000003073076YC;02/03/2023;8;1,504;R
ES0021000003073076YC;02/03/2023;9;1,186;R
ES0021000003073076YC;02/03/2023;10;1,024;R
ES0021000003073076YC;02/03/2023;11;0,636;R
ES0021000003073076YC;02/03/2023;12;0,642;R
ES0021000003073076YC;02/03/2023;13;0,476;R
ES0021000003073076YC;02/03/2023;14;0,372;R
ES0021000003073076YC;02/03/2023;15;0,786;R
ES0021000003073076YC;02/03/2023;16;0,390;R
ES0021000003073076YC;02/03/2023;17;0,296;R
ES0021000003073076YC;02/03/2023;18;0,370;R
ES0021000003073076YC;02/03/2023;19;0,377;R
ES0021000003073076YC;02/03/2023;20;0,499;R
ES0021000003073076YC;02/03/2023;21;1,878;R
ES0021000003073076YC;02/03/2023;22;1,699;R
ES0021000003073076YC;02/03/2023;23;0,640;R
ES0021000003073076YC;02/03/2023;24;0,569;R
ES0021000003073076YC;03/03/2023;1;0,483;R
ES0021000003073076YC;03/03/2023;2;1,975;R
ES0021000003073076YC;03/03/2023;3;2,449;R
ES0021000003073076YC;03/03/2023;4;2,502;R
ES0021000003073076YC;03/03/2023;5;2,362;R
ES0021000003073076YC;03/03/2023;6;2,426;R
ES0021000003073076YC;03/03/2023;7;1,135;R
ES0021000003073076YC;03/03/2023;8;1,713;R
ES0021000003073076YC;03/03/2023;9;0,477;R
ES0021000003073076YC;03/03/2023;10;0,949;R
ES0021000003073076YC;03/03/2023;11;0,448;R
ES0021000003073076YC;03/03/2023;12;0,378;R
ES0021000003073076YC;03/03/2023;13;0,429;R
ES0021000003073076YC;03/03/2023;14;0,393;R
ES0021000003073076YC;03/03/2023;15;0,451;R
ES0021000003073076YC;03/03/2023;16;0,448;R
ES0021000003073076YC;03/03/2023;17;0,463;R
ES0021000003073076YC;03/03/2023;18;0,529;R
ES0021000003073076YC;03/03/2023;19;0,434;R
ES0021000003073076YC;03/03/2023;20;0,463;R
ES0021000003073076YC;03/03/2023;21;0,475;R
ES0021000003073076YC;03/03/2023;22;0,493;R
ES0021000003073076YC;03/03/2023;23;0,756;R
ES0021000003073076YC;03/03/2023;24;0,675;R
ES0021000003073076YC;04/03/2023;1;0,523;R
ES0021000003073076YC;04/03/2023;2;1,543;R
ES0021000003073076YC;04/03/2023;3;2,470;R
ES0021000003073076YC;04/03/2023;4;2,501;R
ES0021000003073076YC;04/03/2023;5;2,499;R
ES0021000003073076YC;04/03/2023;6;1,098;R
ES0021000003073076YC;04/03/2023;7;0,324;R
ES0021000003073076YC;04/03/2023;8;0,299;R
ES0021000003073076YC;04/03/2023;9;0,485;R
ES0021000003073076YC;04/03/2023;10;0,802;R
ES0021000003073076YC;04/03/2023;11;1,421;R
ES0021000003073076YC;04/03/2023;12;0,552;R
ES0021000003073076YC;04/03/2023;13;0,817;R
ES0021000003073076YC;04/03/2023;14;1,964;R
ES0021000003073076YC;04/03/2023;15;0,958;R
ES0021000003073076YC;04/03/2023;16;1,139;R
ES0021000003073076YC;04/03/2023;17;1,174;R
ES0021000003073076YC;04/03/2023;18;0,892;R
ES0021000003073076YC;04/03/2023;19;0,684;R
ES0021000003073076YC;04/03/2023;20;1,065;R
ES0021000003073076YC;04/03/2023;21;0,968;R
ES0021000003073076YC;04/03/2023;22;1,854;R
ES0021000003073076YC;04/03/2023;23;0,833;R
ES0021000003073076YC;04/03/2023;24;1,116;R
ES0021000003073076YC;05/03/2023;1;1,209;R
ES0021000003073076YC;05/03/2023;2;0,564;R
ES0021000003073076YC;05/03/2023;3;0,613;R
ES0021000003073076YC;05/03/2023;4;0,572;R
ES0021000003073076YC;05/03/2023;5;0,484;R
ES0021000003073076YC;05/03/2023;6;0,388;R
ES0021000003073076YC;05/03/2023;7;0,369;R
ES0021000003073076YC;05/03/2023;8;0,362;R
ES0021000003073076YC;05/03/2023;9;0,451;R
ES0021000003073076YC;05/03/2023;10;0,388;R
ES0021000003073076YC;05/03/2023;11;0,536;R
ES0021000003073076YC;05/03/2023;12;0,875;R
ES0021000003073076YC;05/03/2023;13;1,048;R
ES0021000003073076YC;05/03/2023;14;0,387;R
ES0021000003073076YC;05/03/2023;15;2,423;R
ES0021000003073076YC;05/03/2023;16;2,118;R
ES0021000003073076YC;05/03/2023;17;0,713;R
ES0021000003073076YC;05/03/2023;18;0,950;R
ES0021000003073076YC;05/03/2023;19;0,866;R
ES0021000003073076YC;05/03/2023;20;0,475;R
ES0021000003073076YC;05/03/2023;21;0,613;R
ES0021000003073076YC;05/03/2023;22;2,489;R
ES0021000003073076YC;05/03/2023;23;1,333;R
ES0021000003073076YC;05/03/2023;24;0,714;R
ES0021000003073076YC;06/03/2023;1;1,089;R
ES0021000003073076YC;06/03/2023;2;2,004;R
ES0021000003073076YC;06/03/2023;3;2,589;R
ES0021000003073076YC;06/03/2023;4;2,453;R
ES0021000003073076YC;06/03/2023;5;2,460;R
ES0021000003073076YC;06/03/2023;6;1,629;R
ES0021000003073076YC;06/03/2023;7;0,738;R
ES0021000003073076YC;06/03/2023;8;0,323;R
ES0021000003073076YC;06/03/2023;9;0,235;R
ES0021000003073076YC;06/03/2023;10;0,333;R
ES0021000003073076YC;06/03/2023;11;0,343;R
ES0021000003073076YC;06/03/2023;12;0,349;R
ES0021000003073076YC;06/03/2023;13;0,301;R
ES0021000003073076YC;06/03/2023;14;0,285;R
ES0021000003073076YC;06/03/2023;15;0,432;R
ES0021000003073076YC;06/03/2023;16;0,312;R
ES0021000003073076YC;06/03/2023;17;0,409;R
ES0021000003073076YC;06/03/2023;18;0,282;R
ES0021000003073076YC;06/03/2023;19;0,367;R
ES0021000003073076YC;06/03/2023;20;0,423;R
ES0021000003073076YC;06/03/2023;21;0,561;R
ES0021000003073076YC;06/03/2023;22;0,719;R
ES0021000003073076YC;06/03/2023;23;0,528;R
ES0021000003073076YC;06/03/2023;24;0,416;R
ES0021000003073076YC;07/03/2023;1;0,430;R
ES0021000003073076YC;07/03/2023;2;2,037;R
ES0021000003073076YC;07/03/2023;3;2,572;R
ES0021000003073076YC;07/03/2023;4;2,537;R
ES0021000003073076YC;07/03/2023;5;2,557;R
ES0021000003073076YC;07/03/2023;6;2,104;R
ES0021000003073076YC;07/03/2023;7;1,607;R
ES0021000003073076YC;07/03/2023;8;0,321;R
ES0021000003073076YC;07/03/2023;9;0,245;R
ES0021000003073076YC;07/03/2023;10;0,319;R
ES0021000003073076YC;07/03/2023;11;0,310;R
ES0021000003073076YC;07/03/2023;12;0,340;R
ES0021000003073076YC;07/03/2023;13;0,262;R
ES0021000003073076YC;07/03/2023;14;0,324;R
ES0021000003073076YC;07/03/2023;15;0,810;R
ES0021000003073076YC;07/03/2023;16;0,409;R
ES0021000003073076YC;07/03/2023;17;0,346;R
ES0021000003073076YC;07/03/2023;18;0,381;R
ES0021000003073076YC;07/03/2023;19;0,355;R
ES0021000003073076YC;07/03/2023;20;0,447;R
ES0021000003073076YC;07/03/2023;21;0,471;R
ES0021000003073076YC;07/03/2023;22;1,415;R
ES0021000003073076YC;07/03/2023;23;1,283;R
ES0021000003073076YC;07/03/2023;24;1,159;R
ES0021000003073076YC;08/03/2023;1;0,354;R
ES0021000003073076YC;08/03/2023;2;1,949;R
ES0021000003073076YC;08/03/2023;3;2,488;R
ES0021000003073076YC;08/03/2023;4;2,539;R
ES0021000003073076YC;08/03/2023;5;2,481;R
ES0021000003073076YC;08/03/2023;6;1,410;R
ES0021000003073076YC;08/03/2023;7;0,592;R
ES0021000003073076YC;08/03/2023;8;0,331;R
ES0021000003073076YC;08/03/2023;9;0,317;R
ES0021000003073076YC;08/03/2023;10;0,301;R
ES0021000003073076YC;08/03/2023;11;0,307;R
ES0021000003073076YC;08/03/2023;12;0,284;R
ES0021000003073076YC;08/03/2023;13;0,316;R
ES0021000003073076YC;08/03/2023;14;0,338;R
ES0021000003073076YC;08/03/2023;15;0,406;R
ES0021000003073076YC;08/03/2023;16;0,342;R
ES0021000003073076YC;08/03/2023;17;0,319;R
ES0021000003073076YC;08/03/2023;18;0,449;R
ES0021000003073076YC;08/03/2023;19;0,378;R
ES0021000003073076YC;08/03/2023;20;0,827;R
ES0021000003073076YC;08/03/2023;21;0,885;R
ES0021000003073076YC;08/03/2023;22;0,772;R
ES0021000003073076YC;08/03/2023;23;0,646;R
ES0021000003073076YC;08/03/2023;24;0,479;R
ES0021000003073076YC;09/03/2023;1;0,414;R
ES0021000003073076YC;09/03/2023;2;1,996;R
ES0021000003073076YC;09/03/2023;3;2,591;R
ES0021000003073076YC;09/03/2023;4;2,503;R
ES0021000003073076YC;09/03/2023;5;2,446;R
ES0021000003073076YC;09/03/2023;6;0,900;R
ES0021000003073076YC;09/03/2023;7;0,809;R
ES0021000003073076YC;09/03/2023;8;0,871;R
ES0021000003073076YC;09/03/2023;9;0,472;R
ES0021000003073076YC;09/03/2023;10;0,302;R
ES0021000003073076YC;09/03/2023;11;0,368;R
ES0021000003073076YC;09/03/2023;12;0,350;R
ES0021000003073076YC;09/03/2023;13;0,277;R
ES0021000003073076YC;09/03/2023;14;0,414;R
ES0021000003073076YC;09/03/2023;15;0,463;R
ES0021000003073076YC;09/03/2023;16;0,475;R
ES0021000003073076YC;09/03/2023;17;0,322;R
ES0021000003073076YC;09/03/2023;18;0,453;R
ES0021000003073076YC;09/03/2023;19;0,355;R
ES0021000003073076YC;09/03/2023;20;0,468;R
ES0021000003073076YC;09/03/2023;21;0,482;R
ES0021000003073076YC;09/03/2023;22;1,140;R
ES0021000003073076YC;09/03/2023;23;0,619;R
ES0021000003073076YC;09/03/2023;24;1,094;R
ES0021000003073076YC;10/03/2023;1;1,095;R
ES0021000003073076YC;10/03/2023;2;1,930;R
ES0021000003073076YC;10/03/2023;3;2,560;R
ES0021000003073076YC;10/03/2023;4;2,565;R
ES0021000003073076YC;10/03/2023;5;2,651;R
ES0021000003073076YC;10/03/2023;6;2,289;R
ES0021000003073076YC;10/03/2023;7;0,899;R
ES0021000003073076YC;10/03/2023;8;0,421;R
ES0021000003073076YC;10/03/2023;9;0,263;R
ES0021000003073076YC;10/03/2023;10;0,303;R
ES0021000003073076YC;10/03/2023;11;0,370;R
ES0021000003073076YC;10/03/2023;12;0,364;R
ES0021000003073076YC;10/03/2023;13;0,263;R
ES0021000003073076YC;10/03/2023;14;0,337;R
ES0021000003073076YC;10/03/2023;15;0,346;R
ES0021000003073076YC;10/03/2023;16;0,394;R
ES0021000003073076YC;10/03/2023;17;0,323;R
ES0021000003073076YC;10/03/2023;18;0,323;R
ES0021000003073076YC;10/03/2023;19;0,314;R
ES0021000003073076YC;10/03/2023;20;0,302;R
ES0021000003073076YC;10/03/2023;21;0,538;R
ES0021000003073076YC;10/03/2023;22;0,573;R
ES0021000003073076YC;10/03/2023;23;0,593;R
ES0021000003073076YC;10/03/2023;24;0,540;R
ES0021000003073076YC;11/03/2023;1;0,627;R
ES0021000003073076YC;11/03/2023;2;2,737;R
ES0021000003073076YC;11/03/2023;3;2,620;R
ES0021000003073076YC;11/03/2023;4;2,582;R
ES0021000003073076YC;11/03/2023;5;1,980;R
ES0021000003073076YC;11/03/2023;6;0,279;R
ES0021000003073076YC;11/03/2023;7;0,957;R
ES0021000003073076YC;11/03/2023;8;0,439;R
ES0021000003073076YC;11/03/2023;9;1,174;R
ES0021000003073076YC;11/03/2023;10;1,046;R
ES0021000003073076YC;11/03/2023;11;0,514;R
ES0021000003073076YC;11/03/2023;12;0,412;R
ES0021000003073076YC;11/03/2023;13;0,326;R
ES0021000003073076YC;11/03/2023;14;0,305;R
ES0021000003073076YC;11/03/2023;15;0,232;R
ES0021000003073076YC;11/03/2023;16;0,296;R
ES0021000003073076YC;11/03/2023;17;0,294;R
ES0021000003073076YC;11/03/2023;18;0,231;R
ES0021000003073076YC;11/03/2023;19;0,348;R
ES0021000003073076YC;11/03/2023;20;0,910;R
ES0021000003073076YC;11/03/2023;21;1,653;R
ES0021000003073076YC;11/03/2023;22;1,468;R
ES0021000003073076YC;11/03/2023;23;0,492;R
ES0021000003073076YC;11/03/2023;24;0,465;R
ES0021000003073076YC;12/03/2023;1;0,422;R
ES0021000003073076YC;12/03/2023;2;1,991;R
ES0021000003073076YC;12/03/2023;3;2,543;R
ES0021000003073076YC;12/03/2023;4;2,535;R
ES0021000003073076YC;12/03/2023;5;2,550;R
ES0021000003073076YC;12/03/2023;6;0,513;R
ES0021000003073076YC;12/03/2023;7;0,226;R
ES0021000003073076YC;12/03/2023;8;0,324;R
ES0021000003073076YC;12/03/2023;9;0,275;R
ES0021000003073076YC;12/03/2023;10;0,369;R
ES0021000003073076YC;12/03/2023;11;0,319;R
ES0021000003073076YC;12/03/2023;12;0,791;R
ES0021000003073076YC;12/03/2023;13;1,190;R
ES0021000003073076YC;12/03/2023;14;1,306;R
ES0021000003073076YC;12/03/2023;15;1,139;R
ES0021000003073076YC;12/03/2023;16;0,575;R
ES0021000003073076YC;12/03/2023;17;0,583;R
ES0021000003073076YC;12/03/2023;18;0,945;R
ES0021000003073076YC;12/03/2023;19;0,682;R
ES0021000003073076YC;12/03/2023;20;0,986;R
ES0021000003073076YC;12/03/2023;21;0,562;R
ES0021000003073076YC;12/03/2023;22;0,557;R
ES0021000003073076YC;12/03/2023;23;1,020;R
ES0021000003073076YC;12/03/2023;24;1,014;R
ES0021000003073076YC;13/03/2023;1;0,996;R
ES0021000003073076YC;13/03/2023;2;0,422;R
ES0021000003073076YC;13/03/2023;3;0,408;R
ES0021000003073076YC;13/03/2023;4;0,375;R
ES0021000003073076YC;13/03/2023;5;0,330;R
ES0021000003073076YC;13/03/2023;6;0,605;R
ES0021000003073076YC;13/03/2023;7;0,547;R
ES0021000003073076YC;13/03/2023;8;0,302;R
ES0021000003073076YC;13/03/2023;9;0,233;R
